PROPERTY TYPE,CITY,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_PRICE
Townhouse,Hayward,94544,880000,3.0,2.5,1707.0,6.0,2.0,,516.0,,6506.0,,880000.0,
Townhouse,Hayward,94541,635000,2.0,1.5,1077.0,3.0,3.0,,590.0,644010.0,4755.0,635000.0,,
Single Family Residential,Hayward,94544,1149000,4.0,3.0,2400.0,4.0,5.0,6.0,479.0,1155443.0,8124.0,1149000.0,,749000.0
Single Family Residential,Hayward,94541,999500,3.0,2.0,1818.0,5.0,2.0,,550.0,1034065.0,7067.0,999500.0,,
Single Family Residential,Union City,94587,1298500,4.0,2.0,1463.0,7.0,6.0,6.0,888.0,1300895.0,9181.0,1298500.0,1298500.0,
Mobile/Manufactured Home,Hayward,94545,324888,2.0,2.0,1140.0,4.0,4.0,5.0,285.0,323770.0,2297.0,324888.0,,54950.0
Townhouse,Hayward,94541,898888,3.0,2.5,1515.0,5.0,3.0,,593.0,949551.0,6626.0,898888.0,,719900.0
Condo/Co-op,Hayward,94544,874950,2.0,2.0,1718.0,2.0,2.0,2.0,509.0,875062.0,6646.0,874950.0,874950.0,
Single Family Residential,Hayward,94544,839000,3.0,2.0,1158.0,2.0,2.0,2.0,725.0,856585.0,5932.0,839000.0,,
Single Family Residential,Hayward,94545,719000,3.0,2.0,1119.0,6.0,5.0,5.0,643.0,735120.0,5084.0,719000.0,,
Townhouse,Hayward,94541,479000,2.0,1.5,882.0,3.0,3.0,,520.0,478318.0,3720.0,459000.0,479000.0,
Single Family Residential,Hayward,94541,849999,3.0,2.0,1294.0,5.0,3.0,,657.0,856803.0,6010.0,849999.0,,579000.0
Single Family Residential,Hayward,94541,1250000,4.0,3.0,1895.0,,,,660.0,1258205.0,8838.0,1250000.0,,
Condo/Co-op,Hayward,94544,368000,1.0,1.0,579.0,2.0,2.0,2.0,636.0,369029.0,3057.0,368000.0,,
Single Family Residential,Hayward,94541,808000,2.0,1.0,882.0,5.0,2.0,,916.0,809489.0,5713.0,808000.0,,729000.0
Single Family Residential,Hayward,94542,1250000,4.0,3.0,2284.0,6.0,2.0,,547.0,1264978.0,8838.0,1250000.0,,
Townhouse,Hayward,94545,1080000,3.0,3.5,1854.0,4.0,4.0,5.0,583.0,1080283.0,7724.0,1080000.0,,
Single Family Residential,Hayward,94544,690000,3.0,2.0,1216.0,4.0,2.0,2.0,567.0,714570.0,4879.0,690000.0,765000.0,
Condo/Co-op,Hayward,94542,595000,2.0,2.0,1203.0,6.0,2.0,,495.0,595110.0,4768.0,,,
Single Family Residential,Hayward,94544,949000,3.0,2.0,1134.0,2.0,2.0,2.0,837.0,,6710.0,949000.0,,843000.0
Mobile/Manufactured Home,Hayward,94545,325000,3.0,2.0,1500.0,4.0,4.0,5.0,217.0,320118.0,2298.0,,,325000.0
Condo/Co-op,Hayward,94542,520000,1.0,1.0,869.0,6.0,2.0,,598.0,519549.0,4122.0,520000.0,,
Multi-Family (2-4 Unit),Hayward,94541,1350000,8.0,5.0,3698.0,3.0,4.0,5.0,365.0,1343428.0,9545.0,1350000.0,,
Single Family Residential,Hayward,94544,1695000,5.0,3.0,2708.0,2.0,2.0,2.0,626.0,1704077.0,11997.0,1695000.0,,1150000.0
Single Family Residential,Hayward,94542,1648000,4.0,2.0,2065.0,5.0,2.0,,798.0,1647461.0,11652.0,1648000.0,1698000.0,
Single Family Residential,Hayward,94541,1049000,3.0,1.0,1497.0,5.0,2.0,,701.0,1075518.0,7417.0,1049000.0,,
Single Family Residential,Hayward,94544,899000,4.0,3.0,2062.0,6.0,2.0,,436.0,897344.0,6356.0,899000.0,,
Single Family Residential,Hayward,94542,1749000,4.0,2.0,2304.0,6.0,2.0,,759.0,1782246.0,12367.0,1749000.0,,1395000.0
Multi-Family (2-4 Unit),Hayward,94544,1299900,14.0,6.0,2690.0,4.0,2.0,2.0,483.0,1290747.0,9191.0,,,
Single Family Residential,Hayward,94545,1299000,4.0,2.5,2134.0,4.0,4.0,5.0,609.0,1304115.0,9415.0,1299000.0,,715000.0
Mobile/Manufactured Home,Hayward,94544,214900,2.0,2.0,1700.0,4.0,4.0,5.0,126.0,213186.0,1519.0,,,
Mobile/Manufactured Home,Hayward,94544,250000,3.0,2.0,1226.0,4.0,4.0,5.0,204.0,248773.0,1768.0,,,
Vacant Land,Hayward,94541,248888,,,9660.0,5.0,2.0,,26.0,246646.0,1760.0,248888.0,,
Single Family Residential,Hayward,94541,999998,3.0,2.0,1596.0,5.0,2.0,,627.0,1006660.0,7071.0,999998.0,1198888.0,
Townhouse,Castro Valley,94546,1300000,4.0,2.0,2234.0,3.0,2.0,,582.0,1268301.0,9192.0,1300000.0,,675000.0
Single Family Residential,Hayward,94541,789000,4.0,2.0,1544.0,3.0,4.0,3.0,511.0,,5579.0,,,789000.0
Vacant Land,Hayward,94544,499000,,,11039.0,4.0,5.0,6.0,45.0,490359.0,3528.0,499000.0,,150000.0
Townhouse,Hayward,94545,670000,3.0,1.5,1254.0,4.0,4.0,5.0,534.0,676345.0,5005.0,670000.0,680000.0,
Single Family Residential,Hayward,94542,1658888,4.0,2.5,2532.0,6.0,2.0,,655.0,1661996.0,11929.0,1658888.0,,1600000.0
Condo/Co-op,Hayward,94546,459000,1.0,1.0,812.0,3.0,2.0,,565.0,450421.0,3775.0,459000.0,479000.0,126000.0
Single Family Residential,Hayward,94542,1399999,3.0,2.5,2367.0,6.0,2.0,,591.0,1411807.0,9899.0,1399999.0,,549950.0
Single Family Residential,Hayward,94542,1295000,4.0,3.0,2614.0,6.0,2.0,,495.0,1285158.0,9156.0,1295000.0,,
Single Family Residential,Hayward,94542,1350000,5.0,5.0,3133.0,6.0,2.0,,431.0,1337550.0,9545.0,1350000.0,1350000.0,
Townhouse,Hayward,94544,1399000,4.0,3.5,2018.0,2.0,2.0,2.0,569.0,,8492.0,1149000.0,,1399000.0
Townhouse,Hayward,94544,1299000,3.0,2.5,1622.0,2.0,2.0,2.0,692.0,,8308.0,1123000.0,,1299000.0
Condo/Co-op,Hayward,94544,569988,2.0,2.0,894.0,2.0,2.0,2.0,638.0,,4531.0,569988.0,,
Single Family Residential,Hayward,94541,889950,3.0,2.0,1255.0,4.0,2.0,,709.0,895604.0,6292.0,889950.0,,
Multi-Family (2-4 Unit),Hayward,94544,539500,2.0,1.0,,3.0,3.0,5.0,,579743.0,3815.0,539500.0,899000.0,866000.0
Condo/Co-op,Hayward,94541,399000,2.0,1.5,900.0,5.0,3.0,,443.0,402857.0,3286.0,399000.0,,
Condo/Co-op,Hayward,94545,433666,3.0,2.5,1985.0,4.0,4.0,5.0,427.0,847954.0,,,,
Single Family Residential,Hayward,94541,699000,3.0,1.0,960.0,5.0,3.0,,787.0,755967.0,,,399000.0,
Single Family Residential,Hayward,94541,1045000,4.0,2.0,1982.0,4.0,4.0,3.0,527.0,1040895.0,7389.0,1045000.0,1045000.0,
Single Family Residential,Hayward,94541,1090000,3.0,2.0,1411.0,2.0,4.0,3.0,773.0,1092017.0,7707.0,1090000.0,1100000.0,
Condo/Co-op,Hayward,94544,943260,3.0,3.5,1760.0,2.0,2.0,2.0,536.0,942547.0,7139.0,943260.0,,
Single Family Residential,Hayward,94541,1099000,3.0,2.0,2075.0,4.0,2.0,,530.0,1108116.0,7771.0,,,1099000.0
Single Family Residential,Hayward,94542,1450000,8.0,8.5,3428.0,6.0,2.0,,423.0,1439627.0,10252.0,1450000.0,,
Mobile/Manufactured Home,Hayward,94544,229000,2.0,2.0,1040.0,2.0,2.0,2.0,220.0,226210.0,1619.0,229000.0,,47950.0
Townhouse,Hayward,94544,1028000,4.0,3.5,2001.0,2.0,2.0,2.0,514.0,1023529.0,7649.0,1028000.0,,
Condo/Co-op,Hayward,94544,439230,1.0,1.0,429.0,2.0,2.0,2.0,1024.0,438736.0,3381.0,439230.0,,
Multi-Family (5+ Unit),Hayward,94541,3750000,,,6450.0,5.0,3.0,,581.0,,26515.0,3750000.0,3950000.0,
Single Family Residential,Hayward,94541,739000,3.0,1.5,1217.0,5.0,3.0,,607.0,744990.0,5225.0,739000.0,360000.0,
Vacant Land,Hayward,94542,665000,,,,6.0,2.0,,,632053.0,4702.0,665000.0,,
Vacant Land,Hayward,94541,49000,,,,4.0,2.0,,,46665.0,346.0,49000.0,,
Multi-Family (5+ Unit),Hayward,94544,2990000,,,7350.0,3.0,5.0,2.0,407.0,,21141.0,,,
Multi-Family (5+ Unit),Hayward,94541,999950,,,1285.0,5.0,3.0,,778.0,,7070.0,999950.0,,
Multi-Family (5+ Unit),Hayward,94544,1995000,,,,4.0,5.0,6.0,,,14106.0,1995000.0,1995000.0,
Condo/Co-op,Hayward,94546,670000,3.0,2.0,1318.0,3.0,2.0,,508.0,660464.0,5362.0,670000.0,679500.0,685500.0
Single Family Residential,Hayward,94541,675000,3.0,2.0,903.0,3.0,4.0,3.0,748.0,676128.0,4773.0,675000.0,,549000.0
Single Family Residential,Hayward,94542,2199888,6.0,4.0,3705.0,6.0,2.0,,594.0,2157482.0,15719.0,2199888.0,2299888.0,
Vacant Land,Hayward,94541,645000,,,,4.0,2.0,,,623645.0,4561.0,645000.0,695000.0,
Condo/Co-op,Hayward,94544,500000,2.0,1.5,1104.0,3.0,5.0,2.0,453.0,503245.0,4056.0,,,500000.0
Single Family Residential,Hayward,94541,850000,3.0,2.0,1620.0,4.0,4.0,3.0,525.0,855637.0,6010.0,850000.0,,675000.0
Single Family Residential,San Jose,95120,2378999,4.0,2.5,2364.0,9.0,7.0,8.0,1006.0,2385421.0,16821.0,2378999.0,,
Condo/Co-op,San Jose,95126,1200000,4.0,4.0,1930.0,3.0,3.0,6.0,622.0,1201607.0,8803.0,1200000.0,,799000.0
Single Family Residential,San Jose,95130,2498888,4.0,2.5,1955.0,8.0,6.0,7.0,1278.0,2523229.0,17669.0,2498888.0,,
Single Family Residential,San Jose,95112,1118000,3.0,1.0,1316.0,4.0,3.0,3.0,850.0,1126330.0,7905.0,1118000.0,,
Single Family Residential,San Jose,95128,899999,3.0,1.0,1040.0,5.0,3.0,6.0,865.0,976068.0,6364.0,899999.0,,
Single Family Residential,San Jose,95117,1498000,4.0,2.0,1236.0,5.0,6.0,7.0,1212.0,1711085.0,10592.0,1498000.0,,998888.0
Townhouse,San Jose,95148,858000,2.0,2.5,1473.0,3.0,3.0,4.0,582.0,,6533.0,858000.0,,
Single Family Residential,San Jose,95126,2300000,6.0,4.0,3096.0,5.0,3.0,6.0,743.0,2272129.0,16262.0,2300000.0,,
Condo/Co-op,San Jose,95112,490000,1.0,1.0,667.0,3.0,3.0,6.0,735.0,486390.0,4040.0,490000.0,495000.0,
Condo/Co-op,San Jose,95110,615000,1.0,1.0,687.0,3.0,6.0,6.0,895.0,607312.0,4863.0,615000.0,,
Condo/Co-op,San Jose,95110,699888,1.0,1.0,868.0,4.0,3.0,6.0,806.0,685250.0,5526.0,699888.0,710000.0,
Single Family Residential,San Jose,95139,1100000,3.0,2.0,1184.0,6.0,5.0,8.0,929.0,,7841.0,1100000.0,,
Condo/Co-op,San Jose,95123,1138000,3.0,3.5,1712.0,5.0,6.0,5.0,665.0,,8046.0,1138000.0,,
Single Family Residential,San Jose,95131,1600000,4.0,2.5,1768.0,,,6.0,905.0,,11313.0,1600000.0,,818000.0
Condo/Co-op,San Jose,95135,698888,2.0,2.0,1370.0,8.0,8.0,7.0,510.0,698702.0,5942.0,698888.0,,585000.0
Single Family Residential,San Jose,95132,1200888,3.0,1.5,1080.0,7.0,8.0,8.0,1112.0,1223011.0,8491.0,1200888.0,,
Multi-Family (2-4 Unit),San Jose,95111,1628888,8.0,4.0,3369.0,6.0,3.0,3.0,483.0,1631880.0,11517.0,1628888.0,,
Single Family Residential,San Jose,95148,1500000,4.0,2.0,1672.0,8.0,7.0,9.0,897.0,1671258.0,10606.0,1500000.0,,425000.0
Single Family Residential,San Jose,95123,1349000,3.0,2.0,1740.0,7.0,6.0,7.0,775.0,1430882.0,9538.0,1349000.0,,
Condo/Co-op,San Jose,95123,675000,2.0,2.0,1122.0,5.0,,5.0,602.0,678619.0,5219.0,675000.0,,
Single Family Residential,San Jose,95130,1749000,4.0,2.0,1486.0,6.0,,8.0,1177.0,1789149.0,12367.0,1749000.0,,
Single Family Residential,San Jose,95121,1690000,4.0,3.0,1870.0,8.0,5.0,7.0,904.0,1700376.0,11981.0,1690000.0,,1085000.0
Single Family Residential,San Jose,95127,950000,3.0,1.0,1075.0,6.0,7.0,8.0,884.0,957943.0,6717.0,950000.0,,
Single Family Residential,Santa Clara,95050,2388800,4.0,3.5,2330.0,6.0,5.0,7.0,1025.0,2402471.0,16890.0,2388800.0,,
Single Family Residential,San Jose,95120,2300000,5.0,2.5,2703.0,8.0,7.0,8.0,851.0,2314822.0,16262.0,2300000.0,,
Single Family Residential,Santa Clara,95050,2488000,5.0,3.0,2487.0,6.0,,6.0,1000.0,2476883.0,17592.0,2488000.0,,
Mobile/Manufactured Home,San Jose,95136,489000,2.0,2.0,1344.0,,3.0,3.0,364.0,486621.0,3458.0,,489000.0,
Mobile/Manufactured Home,San Jose,95123,389000,3.0,2.0,1100.0,3.0,6.0,5.0,354.0,389016.0,2750.0,389000.0,,
Single Family Residential,San Jose,95120,1698000,3.0,2.0,1432.0,8.0,7.0,8.0,1186.0,1705354.0,12006.0,1698000.0,,
Mobile/Manufactured Home,Morgan Hill,95037,279000,2.0,2.0,1680.0,4.0,5.0,8.0,166.0,279821.0,1973.0,279000.0,,120000.0
Single Family Residential,San Jose,95136,1388000,4.0,2.0,1581.0,5.0,3.0,3.0,878.0,1501160.0,9814.0,1388000.0,,540000.0
Single Family Residential,San Jose,95132,1695000,4.0,3.0,2082.0,8.0,7.0,8.0,814.0,1809665.0,11985.0,1695000.0,,
Single Family Residential,San Jose,95124,3260000,4.0,4.5,3400.0,7.0,7.0,8.0,959.0,3251906.0,23289.0,3260000.0,,
Single Family Residential,San Jose,95120,2950000,4.0,2.5,3140.0,8.0,8.0,8.0,939.0,2986581.0,20858.0,2950000.0,,1497000.0
Single Family Residential,San Jose,95124,3195000,4.0,4.5,3281.0,7.0,7.0,8.0,974.0,3183565.0,22830.0,3195000.0,,
Single Family Residential,San Jose,95135,2299000,4.0,2.5,2011.0,8.0,8.0,9.0,1143.0,2324115.0,16255.0,2299000.0,,
Townhouse,San Jose,95133,1289999,4.0,4.0,1722.0,8.0,7.0,6.0,749.0,1293608.0,9334.0,1289999.0,,
Single Family Residential,San Jose,95130,1860000,4.0,2.0,1528.0,6.0,6.0,7.0,1217.0,1911156.0,13151.0,1860000.0,,1449000.0
Single Family Residential,San Jose,95131,1299999,4.0,2.0,1573.0,8.0,7.0,6.0,826.0,1400934.0,9192.0,1299999.0,,545000.0
Single Family Residential,San Jose,95130,1888000,3.0,2.0,1464.0,6.0,6.0,7.0,1290.0,1990446.0,13349.0,1888000.0,,
Townhouse,San Jose,95119,888000,4.0,2.5,1848.0,4.0,7.0,4.0,481.0,981057.0,6804.0,888000.0,,
Single Family Residential,San Jose,95122,950000,3.0,2.0,1040.0,4.0,,3.0,913.0,948519.0,6717.0,,,
Single Family Residential,San Jose,95127,949000,3.0,2.0,1400.0,3.0,3.0,4.0,678.0,966714.0,6710.0,949000.0,,798000.0
Single Family Residential,San Jose,95136,1338888,4.0,3.0,1793.0,5.0,3.0,3.0,747.0,1369339.0,9510.0,1338888.0,,
Single Family Residential,San Jose,95112,1399000,4.0,2.0,1405.0,2.0,3.0,3.0,996.0,1409052.0,9892.0,1399000.0,,
Condo/Co-op,San Jose,95124,675000,2.0,1.0,903.0,7.0,7.0,8.0,748.0,677005.0,5183.0,675000.0,,329950.0
Single Family Residential,San Jose,95110,1299000,4.0,1.0,1845.0,5.0,3.0,6.0,704.0,1300730.0,9185.0,1299000.0,,569000.0
Single Family Residential,San Jose,95136,1549000,5.0,3.0,2533.0,5.0,5.0,4.0,612.0,1626419.0,10952.0,1549000.0,,
Condo/Co-op,San Jose,95136,869000,2.0,1.5,816.0,,3.0,3.0,1065.0,870185.0,6575.0,869000.0,,
Condo/Co-op,Campbell,95008,579900,1.0,1.0,668.0,7.0,7.0,8.0,868.0,580955.0,4580.0,579900.0,,
Condo/Co-op,San Jose,95136,1188000,3.0,2.0,1200.0,,3.0,3.0,990.0,1191289.0,9054.0,1188000.0,,1168000.0
Single Family Residential,San Jose,95125,1249000,3.0,2.5,1776.0,,3.0,6.0,703.0,1289877.0,9031.0,1249000.0,,
Multi-Family (5+ Unit),San Jose,95112,3200000,17.0,10.0,6636.0,4.0,3.0,3.0,482.0,,22626.0,3200000.0,,1299999.0
Single Family Residential,San Jose,95116,975000,3.0,2.0,1606.0,4.0,3.0,6.0,607.0,1024338.0,6894.0,975000.0,945000.0,
Single Family Residential,San Jose,95128,1498000,3.0,1.5,1640.0,6.0,,6.0,913.0,1525383.0,10592.0,1498000.0,,
Single Family Residential,San Jose,95124,1300000,3.0,2.0,1210.0,7.0,7.0,8.0,1074.0,1439974.0,9192.0,1300000.0,,
Mobile/Manufactured Home,San Jose,95121,349000,3.0,,1440.0,4.0,5.0,7.0,242.0,349778.0,2468.0,349000.0,,258888.0
Condo/Co-op,San Jose,95111,585000,2.0,1.5,867.0,4.0,2.0,3.0,675.0,586914.0,4503.0,585000.0,,139000.0
Single Family Residential,San Jose,95130,2098000,4.0,2.5,2256.0,8.0,6.0,7.0,930.0,2268038.0,14919.0,2098000.0,,1399000.0
Condo/Co-op,San Jose,95127,399950,1.0,1.0,777.0,,4.0,2.0,515.0,424133.0,3233.0,399950.0,,
Single Family Residential,San Jose,95124,1395000,3.0,2.0,1176.0,7.0,7.0,8.0,1186.0,1426586.0,9864.0,1395000.0,,509000.0
Condo/Co-op,San Jose,95112,798000,2.0,2.0,1421.0,4.0,3.0,6.0,562.0,800081.0,6436.0,798000.0,,749000.0
Single Family Residential,San Jose,95124,1699000,3.0,2.5,1898.0,7.0,9.0,8.0,895.0,1738765.0,12133.0,,,
Single Family Residential,San Jose,95125,1898000,3.0,2.0,2100.0,7.0,6.0,6.0,904.0,1948154.0,13420.0,1898000.0,,
Condo/Co-op,San Jose,95123,523000,1.0,1.0,543.0,4.0,7.0,4.0,963.0,526030.0,4243.0,523000.0,,
Mobile/Manufactured Home,San Jose,95134,315000,4.0,2.0,1344.0,7.0,,8.0,234.0,314145.0,2227.0,315000.0,,
Single Family Residential,San Jose,95136,1239999,4.0,2.5,1640.0,3.0,5.0,4.0,756.0,1291548.0,8768.0,1239999.0,,439000.0
Single Family Residential,San Jose,95127,1028000,3.0,2.0,1133.0,3.0,3.0,4.0,907.0,1098093.0,7269.0,1028000.0,,429000.0
Single Family Residential,San Jose,95133,1275000,4.0,2.5,1681.0,,4.0,6.0,758.0,1289017.0,9015.0,1275000.0,,
Single Family Residential,San Jose,95121,750000,3.0,1.5,1097.0,4.0,5.0,7.0,684.0,820414.0,5303.0,750000.0,,
Single Family Residential,San Jose,95127,999000,4.0,2.0,1242.0,5.0,4.0,2.0,804.0,1027038.0,7064.0,999000.0,,
Single Family Residential,San Jose,95135,2468000,4.0,3.0,2663.0,8.0,8.0,9.0,927.0,2524445.0,17450.0,2468000.0,,1650000.0
Townhouse,Los Gatos,95032,1428000,3.0,2.0,1494.0,9.0,9.0,8.0,956.0,1464059.0,10501.0,1428000.0,1380000.0,
Mobile/Manufactured Home,San Jose,95131,260000,3.0,2.0,1440.0,,,6.0,181.0,257801.0,1838.0,260000.0,,
Multi-Family (2-4 Unit),San Jose,95128,1225000,4.0,2.0,1500.0,4.0,,6.0,817.0,1223092.0,8662.0,1225000.0,,
Single Family Residential,Campbell,95008,1249000,3.0,2.5,1318.0,7.0,7.0,8.0,948.0,,9041.0,1249000.0,,
Condo/Co-op,San Jose,95136,1398000,4.0,3.5,2002.0,,3.0,3.0,698.0,1406027.0,10221.0,1398000.0,,
Single Family Residential,San Jose,95120,2200000,4.0,2.5,2008.0,8.0,7.0,8.0,1096.0,2258498.0,15555.0,2200000.0,,
Townhouse,San Jose,95116,595000,3.0,1.5,1198.0,3.0,,2.0,497.0,654859.0,4657.0,595000.0,,
Single Family Residential,San Jose,95123,1299000,3.0,2.0,1223.0,6.0,,7.0,1062.0,1395583.0,9185.0,1299000.0,,
Single Family Residential,San Jose,95121,1298000,4.0,2.0,1703.0,,3.0,6.0,762.0,1341620.0,9178.0,1298000.0,,
Condo/Co-op,San Jose,95123,649999,2.0,2.0,1122.0,5.0,,5.0,579.0,677036.0,5042.0,649999.0,,259950.0
Single Family Residential,Cupertino,95014,2998000,5.0,3.0,2064.0,9.0,8.0,9.0,1453.0,3001653.0,21198.0,2998000.0,,
Townhouse,San Jose,95133,1238000,3.0,3.5,1988.0,5.0,4.0,6.0,623.0,1283272.0,9002.0,1238000.0,,
Single Family Residential,San Jose,95126,4995000,5.0,5.0,5959.0,5.0,3.0,6.0,838.0,5002207.0,35318.0,4995000.0,,
Single Family Residential,San Jose,95111,1098000,3.0,2.0,1512.0,,3.0,3.0,726.0,1164588.0,7764.0,1098000.0,,335000.0
Townhouse,San Jose,95123,1149000,3.0,3.5,1712.0,5.0,6.0,5.0,671.0,1212080.0,8520.0,1149000.0,,789888.0
Single Family Residential,San Jose,95125,1898000,3.0,2.0,1797.0,5.0,6.0,6.0,1056.0,1920678.0,13420.0,1898000.0,,
Townhouse,San Jose,95126,998000,3.0,2.5,1512.0,3.0,3.0,6.0,660.0,1086713.0,7429.0,998000.0,,949000.0
Condo/Co-op,San Jose,95126,924000,3.0,2.5,1291.0,5.0,6.0,6.0,716.0,925420.0,6970.0,924000.0,,
Single Family Residential,San Jose,95123,1299000,4.0,2.5,2186.0,3.0,6.0,5.0,594.0,1350176.0,9185.0,1299000.0,,
Single Family Residential,San Jose,95130,1948000,4.0,2.0,1671.0,,6.0,7.0,1166.0,1957179.0,13774.0,1948000.0,,
Condo/Co-op,San Jose,95126,1249000,3.0,3.5,1588.0,5.0,3.0,6.0,787.0,1248223.0,9166.0,1249000.0,,
Single Family Residential,San Jose,95131,1488000,3.0,2.0,1877.0,8.0,7.0,6.0,793.0,,10521.0,1488000.0,,1158000.0
Townhouse,Cupertino,95014,1888000,4.0,2.5,1852.0,9.0,9.0,10.0,1019.0,1976697.0,13809.0,1888000.0,,
Single Family Residential,San Jose,95118,1745000,5.0,2.0,1787.0,7.0,6.0,6.0,976.0,1753111.0,12338.0,1745000.0,,
Single Family Residential,San Jose,95120,4699000,5.0,4.5,5558.0,9.0,8.0,8.0,845.0,4554803.0,33355.0,4699000.0,4549000.0,
Townhouse,San Jose,95129,1550000,3.0,2.5,1542.0,9.0,9.0,10.0,1005.0,1696209.0,11379.0,1550000.0,,1098000.0
Multi-Family (2-4 Unit),San Jose,95111,2188888,8.0,4.0,3680.0,4.0,2.0,3.0,595.0,2162907.0,15477.0,2188888.0,,1888000.0
Mobile/Manufactured Home,San Jose,95123,428888,3.0,2.0,1344.0,3.0,6.0,5.0,319.0,427717.0,3033.0,428888.0,,
Single Family Residential,Palo Alto,94301,7850000,6.0,4.5,4686.0,7.0,7.0,9.0,1675.0,7858808.0,56202.0,7850000.0,,5688000.0
Single Family Residential,Palo Alto,94306,5300000,4.0,3.0,2380.0,8.0,8.0,9.0,2227.0,5336112.0,37474.0,5300000.0,,
Condo/Co-op,Palo Alto,94301,1700000,2.0,2.0,1285.0,8.0,7.0,9.0,1323.0,1695415.0,12880.0,1700000.0,,
Single Family Residential,Palo Alto,94303,4750000,5.0,3.0,2690.0,8.0,8.0,9.0,1766.0,4937452.0,33585.0,4750000.0,4325000.0,
Single Family Residential,Palo Alto,94303,2895000,3.0,2.0,1428.0,8.0,8.0,9.0,2027.0,2907101.0,20469.0,2895000.0,,
Single Family Residential,Palo Alto,94303,3780000,4.0,2.0,1613.0,8.0,7.0,9.0,2343.0,3877097.0,26727.0,3780000.0,,3198000.0
Single Family Residential,Palo Alto,94301,6389000,4.0,3.0,2800.0,7.0,7.0,9.0,2282.0,6390692.0,45174.0,6389000.0,3988000.0,
Townhouse,Palo Alto,94306,1988000,3.0,3.0,1913.0,8.0,8.0,9.0,1039.0,2050271.0,14402.0,1988000.0,,
Single Family Residential,Palo Alto,94306,3150000,3.0,3.0,1812.0,8.0,8.0,9.0,1738.0,3175132.0,22552.0,3150000.0,,839000.0
Single Family Residential,Palo Alto,94306,3298000,4.0,2.5,1572.0,8.0,7.0,9.0,2098.0,3330619.0,23319.0,3298000.0,,
Condo/Co-op,Palo Alto,94301,2350000,2.0,2.0,1378.0,8.0,7.0,9.0,1705.0,2344654.0,17646.0,2350000.0,,1380000.0
Single Family Residential,Palo Alto,94303,3948000,4.0,3.5,2394.0,8.0,8.0,9.0,1649.0,4005151.0,27915.0,3948000.0,,
Townhouse,Palo Alto,94301,1698000,2.0,2.5,1295.0,7.0,7.0,9.0,1311.0,1752083.0,12591.0,1698000.0,,
Single Family Residential,Menlo Park,94025,2449900,3.0,2.0,1450.0,9.0,8.0,6.0,1690.0,2455467.0,17322.0,2449900.0,,2295000.0
Condo/Co-op,East Palo Alto,94303,849000,2.0,2.0,1197.0,,,6.0,709.0,850563.0,6586.0,849000.0,,
Single Family Residential,Palo Alto,94306,1998888,3.0,1.0,1134.0,7.0,8.0,9.0,1763.0,2251757.0,14133.0,1998888.0,1988888.0,
Townhouse,Palo Alto,94303,1618000,3.0,2.0,1456.0,8.0,8.0,9.0,1111.0,1642991.0,11906.0,1618000.0,,828000.0
Condo/Co-op,Stanford,94305,848000,2.0,2.0,1305.0,8.0,8.0,9.0,650.0,851010.0,7481.0,848000.0,,
Single Family Residential,Palo Alto,94303,2950000,3.0,2.0,1357.0,8.0,7.0,9.0,2174.0,3194959.0,20858.0,,2950000.0,
Condo/Co-op,Palo Alto,94303,1268000,3.0,2.0,1212.0,8.0,8.0,9.0,1046.0,1268319.0,9718.0,1268000.0,,525000.0
Single Family Residential,Palo Alto,94301,3500000,4.0,4.5,3080.0,7.0,7.0,9.0,1136.0,3492904.0,24747.0,3500000.0,,
Single Family Residential,Palo Alto,94303,4850000,3.0,3.0,2069.0,8.0,7.0,9.0,2344.0,4822760.0,34293.0,4850000.0,,3499000.0
Single Family Residential,Palo Alto,94306,4450000,4.0,3.0,2290.0,8.0,8.0,9.0,1943.0,4355639.0,31464.0,4450000.0,,1049000.0
Single Family Residential,Palo Alto,94303,2995000,4.0,2.0,1698.0,8.0,8.0,9.0,1764.0,2990433.0,21177.0,2995000.0,,859000.0
Single Family Residential,Palo Alto,94306,10875000,6.0,5.5,7030.0,8.0,8.0,9.0,1547.0,10377500.0,76893.0,10875000.0,,
Single Family Residential,Palo Alto,94303,2795000,3.0,2.0,1280.0,8.0,8.0,9.0,2184.0,2803415.0,19762.0,2795000.0,2900000.0,
Single Family Residential,Palo Alto,94301,13800000,8.0,8.5,5860.0,7.0,7.0,9.0,2355.0,13450656.0,97575.0,13800000.0,,5450000.0
Condo/Co-op,Palo Alto,94306,1010000,2.0,1.5,1247.0,8.0,7.0,9.0,810.0,1008576.0,7950.0,1010000.0,,
Townhouse,Palo Alto,94301,1795000,2.0,2.5,1392.0,8.0,7.0,9.0,1290.0,1789069.0,13252.0,1795000.0,,
Single Family Residential,Palo Alto,94301,2988000,3.0,2.5,1676.0,8.0,7.0,9.0,1783.0,,21127.0,2988000.0,,
Single Family Residential,Palo Alto,94303,2300000,3.0,2.0,1056.0,8.0,8.0,9.0,2178.0,2247131.0,16262.0,,,2300000.0
